ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,Description,,,,,,,,,
120356207,Our Vintage Film: Summer Tour Kickstarter,Indie Rock,Music,USD,2012-05-16,3500,2012-04-05 05:45:55,4010,successful,55,US,4010,4010,3500,Embarking on a Summer Tour to spread their message of cherishing your unforgettable memories through nostalgic rock music.,,,,,,,,,
1203565632,Inherit the Earth 2 (Canceled),Video Games,Games,USD,2013-02-18,135000,2013-01-19 04:41:38,8507.15,canceled,159,US,8507.15,8507.15,135000,"Inherit the Earth 2 is the sequel to the adventure video game Inherit the Earth: Quest for the Orb. For Windows, Mac, iOS and more!",,,,,,,,,
1203574818,The Family Meeting Radio Show (Canceled),Audio,Journalism,USD,2016-06-06,25000,2016-04-22 04:24:20,330,canceled,6,US,330,330,25000,"The Family Meeting Radio encourages family meetings and discussions, while providing content for those discussions.",,,,,,,,,
1203576766,Cucalorus 19,Film & Video,Film & Video,USD,2013-09-30,23000,2013-08-30 14:15:19,24108,successful,298,US,24108,24108,23000,"Cucalorus brings people together to celebrate, discover and create independent film.",,,,,,,,,
1203586327,Southern Monsters,Video Games,Games,USD,2017-02-25,8000,2017-01-23 13:41:31,12169,successful,483,US,4503,12169,8000,Southern Monsters is a work of interactive fiction set in South Arkansas. Lurk cryptid forums. Eat pork rinds. Search for a monster.,,,,,,,,,
12035885,Fiona the Funkadelic Freckle Fairy multimedia eBook,Mixed Media,Art,USD,2014-01-06,2000,2013-12-24 14:29:32,0,failed,0,US,0,0,2000,"Fiona the Funkadelic Freckle Fairy, is the ultimate, super sensory, multimedia eBook for children of all ages!",,,,,,,,,
1203598767,The Kua Fu Initiative,Space Exploration,Technology,USD,2013-06-08,1000,2013-05-09 01:12:20,2800.11,successful,69,US,2800.11,2800.11,1000,A low orbit photography and video research experiment designed to rekindle interest in exploration and inspire people of all ages.,,,,,,,,,
1203615785,Fresh Out Kickstarter,Shorts,Film & Video,USD,2014-03-03,2000,2014-01-29 23:39:38,2315,successful,50,US,2315,2315,2000,Take a second chance on a second chance.,,,,,,,,,
1203622992,The Last 5 Years - Indi Musical film,Film & Video,Film & Video,USD,2014-07-14,5000,2014-05-17 21:02:43,35,failed,2,US,35,35,5000,Here at KeyserSoze Entertainment we strive for quality productions and now we'd like to share that process with all of you!,,,,,,,,,
1203623313,THE online platform for students and graduates,Web,Technology,DKK,2015-05-27,36000,2015-04-27 10:48:16,7410,failed,23,DK,1079.9,1089.69,5294.04,A marketplace of talents and skills for companies to head-hunt from,,,,,,,,,
1203625603,kindlewood Releases Their Debut LP,Country & Folk,Music,USD,2011-03-22,5000,2011-02-20 02:45:57,5140.25,successful,33,US,5140.25,5140.25,5000,"kindlewood, an imaginative and enchanting alternative folk trio, is about to release their debut LP. Get in on a really good thing. :)",,,,,,,,,
1203629237,Hamahazir Haim - Revival Machine,Technology,Technology,USD,2016-09-29,100,2016-07-31 16:49:37,172,successful,30,US,22,172,100,My name is Yael. I'm 7 years old and My machine will help anyone suffering from an illness - regenerating the body using octopus power!,,,,,,,,,
1203635222,Spiele Halle - Konsolenworld,Video Games,Games,EUR,2017-03-01,20000,2017-01-30 16:41:50,0,failed,0,DE,0,0,21130.03,"Warum, sollte man sich Konsolen & Spiele kaufen, wenn man auch in eine Bar gehen kann?! Alle Spiele und Konsolen, Essen & Getränke",,,,,,,,,
1203635985,OpenStack Automated Installation Application (Canceled),Software,Technology,USD,2013-05-21,158000,2013-04-16 02:37:58,350,canceled,2,US,350,350,158000,OpenStack is an open source cloud solution which does not include an automated installation application. My project is solving this!,,,,,,,,,
1203644020,The 2012 Minty Awards,Theater,Theater,USD,2012-05-19,500,2012-04-12 05:34:23,550,successful,9,US,550,550,500,"An Awards Show Honoring Theatre Excellence in the Staten Island Catholic High Schools; Sunday June 3, 7pm at The St. George Theatre",,,,,,,,,
1203651154,Friendly Neighborhood Little Free Library,Public Art,Art,USD,2013-08-18,650,2013-07-19 22:02:54,1080,successful,35,US,1080,1080,650,"Help me share my love of reading and the fun of discovering a treasure with neighbors, children, friends and strangers.",,,,,,,,,
1203658296,The Return of Something Great (It's Time To Have Fun Again),Theater,Theater,USD,2010-05-02,2000,2010-04-21 13:59:59,3815,successful,89,US,3815,3815,2000,One of Bialystock & Bloom's most successful plays ever was THE SANTALAND DIARIES.  I want to bring it back for ass kicking fun.,,,,,,,,,
1203661996,Computer Jacker (Video Tutorials To Build Your Own Computer),Hardware,Technology,USD,2012-09-16,15000,2012-08-17 15:46:13,543,failed,14,US,543,543,15000,Computer Jacker makes it possible for anyone to build their own high performance computers using kits and detailed video instructions!,,,,,,,,,
1203662616,Politigaffes: The War on Error,Playing Cards,Games,USD,2016-04-17,1000,2016-02-27 22:56:22,66,failed,4,US,66,66,1000,"Politigaffes is an outrageous party game where everyone runs for president, creating hilarious statements to gain voters.",,,,,,,,,
120366312,1Ena - Movement to Decentralize Messaging (Canceled),Technology,Technology,USD,2016-02-11,1,2016-01-12 17:51:16,11644.11,canceled,158,US,11644.11,11644.11,1,Ena: An Open Decentralized Messaging Protocol to become a global Open Messaging Standard,,,,,,,,,
1203666686,culturfood,Experimental,Film & Video,CAD,2018-01-01,15000,2017-12-09 10:28:02,51,failed,2,CA,0,40.77,11990.41,Canadian chef travels trrough Ukraine in search of the next Michelin Star chef. Along the way he meets incredible young men and woman,,,,,,,,,
1203668360,Malima Kone - Les Harmonies Debut Album,World Music,Music,USD,2012-04-03,18500,2012-02-03 23:16:46,3029,failed,41,US,3029,3029,18500,"My name is Malima Kone. Music is my way, it spreads love and understanding to all people. I am here on Kickstarter asking everyone to p",,,,,,,,,
1203673500,LIFELINE: CLYFFORD STILL AND ABSTRACT EXPRESSIONISM,Nonfiction,Publishing,USD,2016-12-31,20000,2016-12-20 22:49:39,0,failed,0,US,0,0,20000,The first full-length critical biography of abstract master Clyfford Still.,,,,,,,,,
1203680432,Robert Qualters: A Life on Film,Documentary,Film & Video,USD,2013-12-29,6000,2013-11-29 20:38:26,1239,failed,27,US,1239,1239,6000,"A documentary film from Joe and Elizabeth Seamans about Pittsburgh-based painter, installation artist and printmaker Robert Qualters.",,,,,,,,,
1203682122,In Remembrance Rocks,DIY,Crafts,USD,2017-08-04,500,2017-07-05 21:05:43,0,failed,0,US,0,0,500,The pet rock Remembrance Stones,,,,,,,,,
1203685038,Pre-order the ultimate MAUSBIRD sweater for everyone,Apparel,Fashion,EUR,2014-11-01,7500,2014-10-02 16:06:02,3703.33,failed,56,NL,4671.34,4589.52,9294.72,"Our dream is to produce our own durable sweater, a sweater for everyone, ranging from small kids to large grown ups.",,,,,,,,,
120369457,Licari Family Italian Delicatessen and Import Market,Restaurants,Food,USD,2016-03-17,85000,2016-02-01 05:20:53,121,failed,4,US,121,121,85000,Focused on the preservation of Italian culture in the Treasure Valley through an incredible array of Italian & Sicilian cuisine.,,,,,,,,,
1203699920,TRANSGRESSOR MAGAZINE: SELECTED WORKS,Periodicals,Publishing,USD,2014-06-19,30000,2014-05-20 16:16:07,15465.45,failed,145,US,15465.45,15465.45,30000,Help bring Transgressor off the screen and onto the bookshelves!,,,,,,,,,
1203709720,Citea Apparel,Fashion,Fashion,USD,2012-04-05,4000,2012-03-06 06:43:56,1000,failed,14,US,1000,1000,4000,"Citea is a clothing brand. Design driven focused on the lifestyles of those influenced by music, arts, and the idea of being fresh.",,,,,,,,,
1203710222,"Capturing life, One shutter click at a time",Photography,Photography,USD,2015-08-19,900,2015-07-20 17:46:18,50,failed,1,US,50,50,900,Creating beautiful photos for small town families one shutter click at a time.,,,,,,,,,
1203734261,Help Hawaii musician KarlieG finish her Debut EP,Music,Music,USD,2016-11-20,3400,2016-10-27 03:02:54,4870,successful,99,US,0,4870,3400,Karlie is a 14 year old award winning singer-songwriter from Hawaii that needs help to finish her debut EP.,,,,,,,,,
1203736059,Everette Hartsoe's ULTIMATE STRYKE COLLECTION,Graphic Novels,Comics,USD,2016-02-01,99,2016-01-22 00:26:59,2891,successful,47,US,2891,2891,99,The story of cult indie comic RAZOR's assassin sister STRYKE is collected into 200-PAGE trade paperback,,,,,,,,,
1203743470,The Green Light Tour: A StreetPass Bus Experiment,Games,Games,USD,2015-02-21,7000,2015-01-21 21:12:20,1875,failed,40,US,1875,1875,7000,A one-day round-trip bus adventure for Nintendo enthusiasts from Washington DC to the Nintendo World Store in New York City.,,,,,,,,,
1203748571,A Month of Somedays,Country & Folk,Music,USD,2013-12-15,14000,2013-11-15 03:55:21,14639,successful,224,US,14639,14639,14000,Genre-spanning recording of 11 or 12 iconic David Halley songs with psychic rhythm section and artist's outside guitar work.,,,,,,,,,
1203749614,"""This Year's Models: A Photogenic Journey""",Shorts,Film & Video,USD,2014-02-27,3000,2014-01-28 00:47:21,3000,successful,12,US,3000,3000,3000,"A MOCKumentary, based around the lives of two supermodels who just hit it big. It follows their rise, fall and glorious resurrection...",,,,,,,,,
120374998,S. A. G. E. CATERING Carribean Soul,Food Trucks,Food,USD,2017-10-11,2000,2017-09-11 00:16:53,75,failed,2,US,0,75,2000,"We specialize in catering gourmet food, but we have a desire to open a food truck with the fusion of Carribean and Soul Food.",,,,,,,,,
1203754332,Pete Peanut and the Trouble with Birthdays,Graphic Design,Design,USD,2015-03-19,25000,2015-02-17 16:16:09,26594,successful,409,US,26594,26594,25000,A small peanut dares to dream big. Help Pete publish his book and tell the world about the trouble with birthdays.,,,,,,,,,
1203755505,Every Bush Is Burning: A Novel,Fiction,Publishing,USD,2011-09-19,3000,2011-09-05 17:45:28,4030,successful,79,US,4030,4030,3000,"A story about the pursuit of satisfaction, forgiveness, and the sins of the church.",,,,,,,,,
1203757657,"""Stank Reality""",Shorts,Film & Video,USD,2017-12-17,4000,2017-11-17 15:21:39,0,failed,0,US,0,0,4000,A young man attempts to help a young woman-meets her neighbor who makes his day unendurable after his sympathies are rejected.,,,,,,,,,
120376218,QuickFlight,Apps,Technology,USD,2017-03-20,1500,2017-02-13 18:42:23,10,failed,1,US,0,10,1500,"QuickFlight is an app designed to assist in flight travel by monitoring TSA security wait times, traffic reports, and flight delays.",,,,,,,,,
1203763143,Hellenic Society Long Sleeve Shirt,Fashion,Fashion,USD,2016-04-25,1000,2016-03-20 23:42:16,1037,successful,44,US,1037,1037,1000,Order your BC Hellenic Society Long Sleeve Shirt,,,,,,,,,
120376677,OUIJA ADVENTURES - It's just a game... RIGHT?,Games,Games,USD,2016-10-31,28000,2016-10-02 07:11:47,38,failed,4,US,113,38,28000,The most intense paranormal tool ever created to communicate with the afterlife: The OUIJA Board! Are you brave enough?,,,,,,,,,
120377754,The Great Escape TX Escape Rooms,Live Games,Games,USD,2017-02-10,18000,2017-01-20 19:24:39,1260,failed,5,US,160,1260,18000,"Our mission is to deliver an exciting, heart pumping time in ""Next Generation"" rooms that makes our players want to come back for more.",,,,,,,,,
1203779231,ILAN: Edgy Pieces of Clothing that Debunk Fashion Norms,Fashion,Fashion,USD,2015-02-08,1500,2015-01-08 21:56:25,1,failed,1,US,1,1,1500,"Team of four undergrads, limited by funds, but with the vision of creating timeless, edgy, pieces of clothing accessible to everyone.",,,,,,,,,
1203804927,Fyrune T-Shirts,Design,Design,USD,2014-08-27,200,2014-08-16 08:46:26,40,failed,5,US,40,40,200,T-shirts and other merchandise with designs from The Black Sky Chronicles.,,,,,,,,,
1203806527,"LATHER, RINSE, REPEAT!   A new musical comedy.",Theater,Theater,USD,2014-05-01,8000,2014-03-31 18:33:10,8401,successful,133,US,8401,8401,8000,"LATHER, RINSE, REPEAT is a musical comedy about women and their crowning glory.  Good, clean FUN!",,,,,,,,,
1203811075,Release the Demon Monkey!,Art,Art,AUD,2014-07-01,500,2014-06-01 05:33:03,9,failed,2,AU,8.38,8.42,467.6,The Demon Monkey is a monkey from the pits of hell!  Help Kickstart a run of stickers!,,,,,,,,,
1203822510,"Food, Family and Farm Yurt: Rest, Retreat, Eat, Create",Spaces,Food,USD,2017-04-30,19200,2017-03-31 23:33:33,4062.77,failed,34,US,1590,4062.77,19200,"This yurt on our grass-based farm in the heart of Vermont will be the perfect place to create art, play games, rest, and retreat.",,,,,,,,,
120382383,Seven West - Short Film,Festivals,Film & Video,AUD,2015-04-10,1500,2015-03-27 04:42:12,310,failed,4,AU,244.21,237.02,1146.88,"Help us get Seven West into film festivals! A story of family, loss, mental health, forgiveness and ultimately love.",,,,,,,,,
1203824535,Element24 Precision Wooden Watch,Product Design,Design,GBP,2014-04-01,43500,2014-02-26 21:02:38,5907,failed,35,GB,9843.34,9789.04,72087.9,A fresh approach to wooden watch design using unique materials designed to last.,,,,,,,,,
1203825198,Sex Kitten Cosmetics,Fashion,Fashion,USD,2015-03-11,10000,2015-02-11 20:03:49,0,failed,0,US,0,0,10000,"Everyone has one, we want to release your ""Sex Kitten""",,,,,,,,,
1203825716,Awesome 'Possum,Anthologies,Comics,USD,2014-08-11,1000,2014-07-10 16:03:50,2417.5,successful,102,US,2417.5,2417.5,1000,Awesome Possum is a natural science comic anthology collecting art from seven natural science illustrators.,,,,,,,,,
1203827112,"United in Every City, Everywhere. Is Your City Next?",Jewelry,Fashion,USD,2017-10-23,10000,2017-09-23 02:59:40,30,failed,2,US,0,30,10000,"We make handmade City bracelets that will remind everyone that ""Together we are America"". Every city in America will be made ONE.",,,,,,,,,
1203839839,Concierge platform funding,Web,Technology,GBP,2015-06-07,100000,2015-04-23 08:57:16,0,failed,0,GB,0,0,154865.89,Urpass.co is a concierge platform that allows to inquire and book travel related services,,,,,,,,,
1203845086,Black Girl Abroad,Fiction,Publishing,USD,2012-01-06,9000,2011-12-07 08:55:53,10622,successful,168,US,10622,10622,9000,"A collection of short stories entitled ""Black Girl Abroad"" based on race relations and interractions in a foreign country.",,,,,,,,,
1203848850,The Laugh Heard Around the World,Public Art,Art,USD,2012-07-15,1,2012-06-12 20:12:22,1,successful,1,US,1,1,1,"Laughter is the best medicine. It's time to heal our world. Support the Laugh Heard Around the World, and be the change you want to see",,,,,,,,,
1203850202,Amazing 1st Birthday Cake for Stevie (Canceled),Events,Food,USD,2014-08-10,500,2014-07-11 18:34:29,0,canceled,0,US,0,0,500,My grandson Stevie will be 1 in October and I need to travel to Michigan for his 1st birthday to make him an amazing cake.,,,,,,,,,
1203851755,"Coconuts ""Crazy Monkey"" Dexterity Game for 2-4 Players!",Tabletop Games,Games,USD,2014-01-28,14181,2014-01-08 06:49:46,27549,successful,631,US,27549,27549,14181,Coconuts is a dexterity game where each player assumes the role of a monkey tossing coconuts to be the top ape! Fun for everyone!,,,,,,,,,
12038543,Moon's Far Side: A Romantic Suspense Novel (Canceled),Fiction,Publishing,USD,2011-08-11,5450,2011-06-15 18:55:05,0,canceled,0,US,0,0,5450,"A novel dealing with obsessive love, deception, and daring. What happens when someone you trust--and love--turns out to be two-faced?",,,,,,,,,
1203866175,Naturally Disastrous™,Games,Games,USD,2016-09-13,44,2016-09-01 08:15:08,2106,successful,61,US,261,2106,44,You and your team take on the role of Aliens trying to escape a futuristic ruined Earth after being shot down by its inhabitants.,,,,,,,,,
1203867721,Spin! the Musical,Musical,Theater,USD,2014-08-08,1000,2014-07-09 00:21:19,5,failed,1,US,5,5,1000,Spin! is an original musical comedy-drama presented by Blue Palm Productions.,,,,,,,,,
1203870496,The Toy Box Shop Animated Production Pitch Package,Animation,Film & Video,CAD,2017-10-19,3900,2017-09-19 22:14:53,700,failed,5,CA,328.36,560.27,3121.5,The Toy Box Shop is an all original animated TV and digital media production. We are seeking funding to produce our pitch package.,,,,,,,,,
1203872522,Pop's! The worlds BEST hand made Kettle Corn is going mobile,Food Trucks,Food,USD,2014-07-01,9500,2014-05-31 01:39:39,1538,failed,20,US,1538,1538,9500,"Once the world sees what we've done, snacking will never be the same!? Delicious KETTLE CORN in thousands of flavors ON wheels!",,,,,,,,,
1203874345,The Artist's Movement Presents GRUESOME PLAYGROUND INJURIES,Theater,Theater,USD,2014-01-17,4000,2013-12-18 23:24:26,3515,failed,35,US,3515,3515,4000,"A budding, hungry, & happily collaborative company in NYC is thrilled to present you with their first ever stage production.",,,,,,,,,
1203876702,Leo the Coffee Drinking Cat Moves to Hawaii,Children's Books,Publishing,USD,2013-11-01,2000,2013-10-03 03:53:57,180,failed,4,US,180,180,2000,"In this sequel to the popular indepdently published Leo the Coffee Drinking Cat, Leo begins a new adventure by moving to Hawaii.",,,,,,,,,
1203876986,The Trench Coat,Comedy,Film & Video,USD,2015-11-08,250,2015-10-23 22:24:04,540,successful,15,US,540,540,250,"Two kids disguise themselves as an adult in a trench coat, but when mud ruins their plan they have to scramble to clean the coat.",,,,,,,,,
1203879721,"""Starting Over"" a new web based drama",Webseries,Film & Video,USD,2014-06-05,7500,2014-05-06 19:38:34,10,failed,1,US,10,10,7500,"What happens to a 40 something when he is forced into 
FATHERHOOD with a 16 year SON that he never knew he had.",,,,,,,,,
1203881963,Fábrica de Tacos,Ceramics,Art,MXN,2017-07-14,17000,2017-06-20 18:14:59,17000,successful,13,MX,156.22,963.55,963.55,"Lets produce the first batch of ""Taco Factory"" tortilla warmer and take them to Design Week Mexico 2017",,,,,,,,,
1203888421,Inked States of America : Season One,Art,Art,USD,2017-09-10,17000,2017-07-12 19:35:54,3,failed,3,US,0,3,17000,"One Nation, One Canvas, 50 Tattoos, Shops & Artists.
One Epic Adventure. Welcome to Inked States of America.",,,,,,,,,
1203894192,Cairns Church Stores. Suppling Church and religious items.,Jewelry,Fashion,AUD,2014-10-01,5000,2014-09-11 11:01:49,20,failed,1,AU,18.35,17.5,4375.98,"Cairns Church Stores is being established to supply affordable religious items such as rosaries, crosses, crucifixes to North QLD.",,,,,,,,,
1203894793,MINOR DISPUTE,Jazz,Music,USD,2014-11-06,14000,2014-10-06 16:44:05,14302,successful,302,US,14302,14302,14000,"A brand new blend of Jazz, World and Classical music. 
Minor Dispute is essentially a musical study on Honesty.",,,,,,,,,
1203900738,Caffè Italia,Publishing,Publishing,SEK,2016-05-23,60000,2016-04-23 13:00:56,63415,successful,93,SE,7798.12,7642.11,7230.57,"The first of a beautifully printed collection of books, celebrating the soul and backbone of Italy!",,,,,,,,,
1203903104,Silhouette Canvas Art (Canceled),Painting,Art,GBP,2014-03-12,150,2014-02-10 19:54:01,0,canceled,0,GB,0,0,248.92,Handmade canvas art graffiti style,,,,,,,,,
1203907349,"A book called "" I Had to Die to Learn How to Live """,Nonfiction,Publishing,CAD,2015-03-03,15000,2015-02-10 22:08:31,326,failed,3,CA,260.41,261.51,12032.73,"Not just another NDE book as you can learn how to live. Understanding what you actually are, then knowing what we are all governed by.",,,,,,,,,
1203916615,Triage Treat Transport,Product Design,Design,USD,2017-03-24,8500,2017-02-07 01:03:16,5,failed,1,US,0,5,8500,It's a simple cliche term used in EMS for Mass Casualty Incidents and I want it to take life!,,,,,,,,,
120392278,Breathe - The Meditation Lamp,Product Design,Design,CAD,2015-06-18,8500,2015-05-19 14:46:57,3841,failed,75,CA,3190.53,3130.14,6926.9,Breathe The Meditation Lamp is a meditation tool developed to help you get started with meditation or improve your practice.,,,,,,,,,
1203923523,$.B.D.K.,Apparel,Fashion,USD,2015-08-08,3000,2015-07-09 19:46:32,10,failed,1,US,10,10,3000,Begin your journey and venture to the stars with a unique brand that exudes originality and prestige. The sky is not the limit.,,,,,,,,,
1203924108,The War Never Ends (Working title),Nonfiction,Publishing,USD,2015-06-27,45000,2015-05-28 06:03:06,1,failed,1,US,1,1,45000,"A story about a man that served our country, serving years for an assault, no lawyer, system, an unforbidden LOVE story and CHANGE.",,,,,,,,,
1203928764,"Prehistorik, the card game",Tabletop Games,Games,EUR,2016-12-17,3200,2016-11-17 18:45:33,414,failed,22,FR,198.92,432.47,3342.73,"A card game for 2 to 6 players. The game is fun, friendly, simple but tactical. Ideal for an evening with friends or family!",,,,,,,,,
1203929042,Girlfriends Talk Sports With Kfrye (Canceled),Webseries,Film & Video,USD,2012-02-25,75000,2011-12-27 17:48:36,0,canceled,0,US,0,0,75000,"Girlfriends  Talk  Sports  brings  a  fresh,  unique  and  compelling  point  of view  about  a  variety  of  sports  topics.",,,,,,,,,
1203929576,DUMBO HEIGHTS BIKE Retail Shop & Bike Parking Garage,Architecture,Design,USD,2014-09-14,5000,2014-08-15 18:52:40,0,failed,0,US,0,0,5000,Help promote the cycling culture and a small business idea.,,,,,,,,,
1203934578,Free To Use Educational Materials Site About Life in China,Documentary,Film & Video,EUR,2015-06-02,1200,2015-04-03 01:19:05,110,failed,3,IE,118.49,123.4,1346.17,A project to bring free learning materials into everyone's hands. Unbiased information about the world starting in China.,,,,,,,,,
120395057,The Connect on UNregular Radio,Music,Music,USD,2012-09-07,1600,2012-08-08 07:46:05,0,failed,0,US,0,0,1600,I am Dj Frankie Padrino and I have a self funded show on UNregular Radio called The Connect tuesdays 4-6pm,,,,,,,,,
1203953459,"Safe, disinfected water. Everywhere. Anytime.",Hardware,Technology,EUR,2014-07-25,27000,2014-06-25 09:47:18,5286,failed,27,NL,7186.09,7104.36,36287.88,800 Million people don´t have access to safe water. We will change this! Come with us...,,,,,,,,,
1203955639,The Pedal Stills are making and EP and going on tour!,Rock,Music,USD,2011-09-16,500,2011-08-17 23:34:07,1201,successful,17,US,1201,1201,500,"The Pedal Stills are making an EP! We'll be releasing a 4 song digital EP on October 28th, 2011 and need your help to fund it.",,,,,,,,,
1203956494,Short Film: The Den,Shorts,Film & Video,USD,2010-09-11,5000,2010-07-26 21:07:29,1102,failed,11,US,1102,1102,5000,A young attorney murders his wife and seeks forgiveness from her father the judge.  Starring Clayne Crawford and Thea Gill.  ,,,,,,,,,
120396337,"""Who Am I?"" Picture Book Series for Bilingual Students",Children's Books,Publishing,USD,2012-11-12,3800,2012-10-03 03:25:46,145,failed,6,US,145,145,3800,"A series of books in the Arts & Humanities for not only English speakers, but also for bilingual students who speak Spanish and Creole",,,,,,,,,
1203968996,Abby Payne's Music Video Project,Music,Music,USD,2010-09-22,2000,2010-08-13 17:35:39,2124,successful,42,US,2124,2124,2000,"Abby Payne wants to make a new music video. She has made two videos so far, and wants to create a new and exciting one!",,,,,,,,,
1203972065,Help the Co-op Connect! - PRFC WiFi Router Campaign,Technology,Technology,USD,2014-09-07,300,2014-08-08 23:17:55,548,successful,13,US,548,548,300,"You love coffee, great food, and good company at the Co-op, but can't connect to the internet?! Help the co-op connect today!",,,,,,,,,
1203972351,Fashionable-luxury-different-intense. GymLife - Gym Apparel,Apparel,Fashion,GBP,2016-03-28,16000,2016-02-27 12:35:21,0,canceled,0,GB,0,0,22895.41,Creating a brand of fitness wear different to what is out there in the UK now. Well fitted and affordable with a taste of luxury.,,,,,,,,,
1203976264,Hankie Pie,Small Batch,Food,USD,2016-02-13,1500,2016-01-23 22:30:55,1700,successful,16,US,1700,1700,1500,"Simply put, the Siggelkow sisters want to share Hankie's delicious pies at local farmers markets and community events.",,,,,,,,,
1203978656,Solutionz,Documentary,Film & Video,USD,2012-01-27,5000,2011-12-13 17:03:53,0,failed,0,US,0,0,5000,"Fundraiser to extend our film ""Solutionz"" which explores children lives who have been affected by their parents incarceration.",,,,,,,,,
1203979605,Ratchet Jacket,Product Design,Design,USD,2015-12-10,3000,2015-11-10 13:58:02,530,failed,20,US,530,530,3000,"Built Tough to Protect Your Stuff! Ratchet Jackets end ""Strap Burn""! Protect any surface from ratchet straps and cargo tie downs.",,,,,,,,,
